"ID" "Species" "Size" "Synonyms" "Symbols" "Descriptions"
"3797" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4122; b4123" "fumB; dcuB" "anaerobic class I fumarate hydratase (fumarase B); C4-dicarboxylate transporter, anaerobic; DcuS co-sensor"
"3798" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4124; b4125" "dcuR; dcuS" "DNA-binding response regulator in two-component regulatory system with DcuS; sensory histidine kinase in two-component regulatory system with DcuR, regulator of anaerobic fumarate respiration"
"3799" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4126; b4127" "yjdI; yjdJ" "conserved protein; predicted acyltransferase with acyl-CoA N-acyltransferase domain"
"3800" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4128; b4559" "yjdK; yjdO" "predicted protein; predicted protein"
"3801" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4130; b4131; b4132" "yjdL; cadA; cadB" "predicted dipeptide and tripeptide permease; lysine decarboxylase, acid-inducible; predicted lysine/cadaverine transporter"
"3802" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4135; b4136; b4137" "yjdC; dsbD; cutA" "predicted transcriptional regulator; fused thiol:disulfide interchange protein: activator of DsbC/conserved protein; divalent-cation tolerance protein, copper sensitivity"
"3803" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4142; b4143" "groS; groL" "Cpn10 chaperonin GroES, small subunit of GroESL; Cpn60 chaperonin GroEL, large subunit of GroESL"
"3804" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 6 "b4149; b4150; b4151; b4152; b4153; b4154" "blc; ampC; frdD; frdC; frdB; frdA" "outer membrane lipoprotein (lipocalin), cell division and growth function; beta-lactamase/D-alanine carboxypeptidase; fumarate reductase (anaerobic), membrane anchor subunit; fumarate reductase (anaerobic), membrane anchor subunit; fumarate reductase (anaerobic), Fe-S subunit; fumarate reductase (anaerobic) catalytic and NAD/flavoprotein subunit"
"3805" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4156; b4157; b4158" "yjeM; yjeN; yjeO" "predicted transporter; predicted protein; inner membrane protein"
"3806" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4159; b4160" "yjeP; psd" "predicted mechanosensitive channel; phosphatidylserine decarboxylase"
"3807" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 5 "b4167; b4168; b4169; b4170; b4171" "yjeF; yjeE; amiB; mutL; miaA" "predicted carbohydrate kinase; ADP-binding protein essential for nucleoid integrity; N-acetylmuramoyl-l-alanine amidase II; methyl-directed mismatch repair protein; delta(2)-isopentenylpyrophosphate tRNA-adenosine transferase"
"3808" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4173; b4174; b4175" "hflX; hflK; hflC" "GTPase, stimulated by 50S subunit binding; modulator for HflB protease specific for phage lambda cII repressor; modulator for HflB protease specific for phage lambda cII repressor"
"3809" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4178; b4179" "nsrR; rnr" "nitric oxide-sensitive repressor for NO regulon; exoribonuclease R, RNase R"
"3810" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 7 "b4181; b4182; b4183; b4184; b4185; b4186; b4187" "yjfI; yjfJ; yjfK; yjfL; yjfM; yjfC; aidB" "conserved protein, DUF2170 family; conserved protein, PspA/IM30 family; conserved protein, DUF2491 family; inner membrane protein, UPF0719 family; conserved protein, DUF1190 family; glutathionylspermidine synthase homolog; isovaleryl CoA dehydrogenase"
"3811" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 6 "b4193; b4194; b4195; b4196; b4197; b4198" "ulaA; ulaB; ulaC; ulaD; ulaE; ulaF" "L-ascorbate-specific enzyme IIC component of PTS; L-ascorbate-specific enzyme IIB component of PTS; L-ascorbate-specific enzyme IIA component of PTS; 3-keto-L-gulonate 6-phosphate decarboxylase; L-xylulose 5-phosphate 3-epimerase; L-ribulose 5-phosphate 4-epimerase"
"3812" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 4 "b4200; b4201; b4202; b4203" "rpsF; priB; rpsR; rplI" "30S ribosomal subunit protein S6; primosomal protein N; 30S ribosomal subunit protein S18; 50S ribosomal subunit protein L9"
"3813" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4220; b4221; b4222" "ytfM; ytfN; ytfP" "predicted outer membrane protein and surface antigen; large conserved protein, DUF490 family; conserved protein, UPF0131 family"
"3814" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4224; b4225" "chpS; chpB" "antitoxin of the ChpBS toxin-antitoxin system; toxin of the ChpB-ChpS toxin-antitoxin system"
"3815" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4485; b4230; b4231" "ytfR; ytfT; yjfF" "predicted sugar transporter subunit: ATP-binding component of ABC superfamily; predicted sugar transporter subunit: membrane component of ABC superfamily; predicted sugar transporter subunit: membrane component of ABC superfamily"
"3816" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4239; b4240" "treC; treB" "trehalose-6-P hydrolase; fused trehalose(maltose)-specific PTS enzyme: IIB component/IIC component"
"3817" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4702; b4242" "mgtL; mgtA" "regulatory leader peptide for mgtA; magnesium transporter"
"3818" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4244; b4245" "pyrI; pyrB" "aspartate carbamoyltransferase, regulatory subunit; aspartate carbamoyltransferase, catalytic subunit"
"3819" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4258; b4259" "valS; holC" "valyl-tRNA synthetase; DNA polymerase III, chi subunit"
"3820" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4261; b4262" "lptF; lptG" "lipopolysaccharide export ABC permease of the LptBFGC export complex; lipopolysaccharide export ABC permease of the LptBFGC export complex"
"3821" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 5 "b4263; b4264; b4265; b4266; b4267" "yjgR; idnR; idnT; idnO; idnD" "conserved protein, DUF853 family with NTPase fold; DNA-binding transcriptional repressor, 5-gluconate-binding; L-idonate and D-gluconate transporter; 5-keto-D-gluconate-5-reductase; L-idonate 5-dehydrogenase, NAD-binding"
"3822" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4272; b4273" "insC; insD" "IS2 repressor TnpA; IS2 transposase TnpB"
"3823" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4279; b4280; b4655" "yjhB; yjhC; ythA" "predicted transporter; predicted oxidoreductase; expressed protein"
"3824" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 5 "b4287; b4288; b4289; b4290; b4291" "fecE; fecD; fecC; fecB; fecA" "KpLE2 phage-like element; iron-dicitrate transporter subunit; KpLE2 phage-like element; iron-dicitrate transporter subunit; KpLE2 phage-like element; iron-dicitrate transporter subunit; KpLE2 phage-like element; iron-dicitrate transporter subunit; KpLE2 phage-like element; ferric citrate outer membrane transporter"
"3825" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4292; b4293" "fecR; fecI" "KpLE2 phage-like element; transmembrane signal transducer for ferric citrate transport; KpLE2 phage-like element; RNA polymerase, sigma 19 factor"
"3826" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4297; b4298; b4299" "yjhG; yjhH; yjhI" "KpLE2 phage-like element; predicted dehydratase; KpLE2 phage-like element; predicted lyase/synthase; KpLE2 phage-like element; predicted DNA-binding transcriptional regulator"
"3827" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4300; b4301; b4302" "sgcR; sgcE; sgcA" "KpLE2 phage-like element; predicted DNA-binding transcriptional regulator; KpLE2 phage-like element; predicted epimerase; KpLE2 phage-like element; predicted phosphotransferase enzyme IIA component"
"3828" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 4 "b4303; b4304; b4565; b4305" "sgcQ; sgcC; sgcB; sgcX" "KpLE2 phage-like element; predicted nucleoside triphosphatase; KpLE2 phage-like element; predicted phosphotransferase enzyme IIC component; predicted enzyme IIB component of PTS; KpLE2 phage-like element; predicted endoglucanase with Zn-dependent exopeptidase domain"
"3829" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4307; b4566" "yjhQ; yjhX" "KpLE2 phage-like element; predicted acetyltransferase; conserved protein"
"3830" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4309; b4310; b4311" "nanS; nanM; nanC" "9-O-acetyl N-acetylneuraminic acid esterase; N-acetylneuraminic acid mutarotase; N-acetylnuraminic acid outer membrane channel protein"
"3831" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4314; b4315; b4316" "fimA; fimI; fimC" "major type 1 subunit fimbrin (pilin); fimbrial protein involved in type 1 pilus biosynthesis; chaperone, periplasmic"
"3832" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 4 "b4317; b4318; b4319; b4320" "fimD; fimF; fimG; fimH" "outer membrane usher protein, type 1 fimbrial synthesis; minor component of type 1 fimbriae; minor component of type 1 fimbriae; minor component of type 1 fimbriae"
"3833" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4322; b4323" "uxuA; uxuB" "mannonate hydrolase; D-mannonate oxidoreductase, NAD-dependent"
"3834" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 4 "b4327; b4328; b4329; b4330" "qseD; iadA; yjiG; yjiH" "Cell density-dependent motility repressor; isoaspartyl dipeptidase; inner membrane protein, SpmB family; predicted inner membrane protein"
"3835" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4334; b4335" "yjiL; yjiM" "predicted ATPase, activator of (R)-hydroxyglutaryl-CoA dehydratase; predicted 2-hydroxyglutaryl-CoA dehydratase"
"3836" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4336; b4337" "yjiN; mdtM" "zinc-type alcohol dehydrogenase-like protein; multidrug efflux system protein"
"3837" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4345; b4346" "mcrC; mcrB" "5-methylcytosine-specific restriction enzyme McrBC, subunit McrC; 5-methylcytosine-specific restriction enzyme McrBC, subunit McrB"
"3838" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4348; b4349" "hsdS; hsdM" "specificity determinant for hsdM and hsdR; DNA methyltransferase M"
"3839" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4352; b4353; b4354" "yjiA; yjiX; yjiY" "predicted GTPase; conserved protein; predicted inner membrane protein"
"3840" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4360; b4361; b4362" "yjjA; dnaC; dnaT" "conserved protein; DNA biosynthesis protein; DNA biosynthesis protein (primosomal protein I)"
"3841" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4363; b4364" "yjjB; yjjP" "conserved inner membrane protein; inner membrane protein, H-NS-repressed, DUF1212 family"
"3842" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4372; b4373; b4374" "holD; rimI; yjjG" "DNA polymerase III, psi subunit; ribosomal-protein-S18-alanine N-acetyltransferase; dUMP phosphatase"
"3843" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 4 "b4376; b4568; b4377; b4378" "osmY; ytjA; yjjU; yjjV" "periplasmic protein; predicted protein; predicted phospholipase, patatin-like family; predicted DNase"
"3844" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4379; b4380" "yjjW; yjjI" "predicted pyruvate formate lyase activating enzyme; conserved protein"
"3845" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4382; b4383; b4384" "deoA; deoB; deoD" "thymidine phosphorylase; phosphopentomutase; purine-nucleoside phosphorylase"
"3846" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 2 "b4386; b4387" "lplA; ytjB" "lipoate-protein ligase A; conserved membrane protein"
"3847" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 3 "b4388; b4389; b4390" "serB; radA; nadR" "3-phosphoserine phosphatase; DNA repair protein; bifunctional DNA-binding transcriptional repressor/ NMN adenylyltransferase"
"3848" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 4 "b4397; b4398; b4399; b4400" "creA; creB; creC; creD" "conserved protein; DNA-binding response regulator in two-component regulatory system with CreC; sensory histidine kinase in two-component regulatory system with CreB or PhoB, regulator of the CreBC regulon; inner membrane protein"
"1382482" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4586" "ykfM" "hypothetical protein"
"1382483" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4589" "ylcI" "hypothetical protein"
"1382484" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4590" "ybfK" "hypothetical protein"
"1382485" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b0768" "ybhD" "predicted DNA-binding transcriptional regulator"
"1382486" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4594" "ymgJ" "hypothetical protein"
"1382487" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1181" "ycgN" "conserved protein"
"1382488" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1218" "chaC" "cation transport regulator"
"1382489" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1220" "ychO" "predicted invasin"
"1382490" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1229" "tpr" "protamine-like protein"
"1382491" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4595" "yciY" "hypothetical protein"
"1382492" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4596" "yciZ" "hypothetical protein"
"1382493" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1413" "hrpA" "predicted ATP-dependent helicase"
"1382494" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1424" "opgD" "osmoregulated periplasmic glucan (OPG) biosynthesis periplasmic protein"
"1382495" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4598" "yncL" "hypothetical protein"
"1382496" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1473" "yddG" "aromatic amino acid exporter"
"1382497" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1477" "yddM" "predicted DNA-binding transcriptional regulator"
"1382498" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4599" "yneM" "expressed protein, membrane-associated"
"1382499" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4602" "ynhF" "hypothetical protein"
"1382500" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4535" "yniD" "predicted protein"
"1382501" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1731" "cedA" "cell division modulator"
"1382502" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b1978" "yeeJ" "probable adhesin"
"1382503" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2007" "yeeX" "conserved protein, UPF0265 family"
"1382504" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4604" "yojO" "hypothetical protein"
"1382505" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2218" "rcsC" "hybrid sensory kinase in two-component regulatory system with RcsB and YojN"
"1382506" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2344" "fadL" "long-chain fatty acid outer membrane transporter"
"1382507" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2442" "intZ" "CPZ-55 prophage; predicted integrase"
"1382508" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2450" "yffS" "CPZ-55 prophage; predicted protein"
"1382509" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4606" "ypfM" "hypothetical protein"
"1382510" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b2543" "yphA" "predicted inner membrane protein"
"1382511" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b3073" "patA" "putrescine:2-oxoglutaric acid aminotransferase, PLP-dependent"
"1382512" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b3164" "pnp" "polynucleotide phosphorylase/polyadenylase"
"1382513" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4612" "yrhD" "hypothetical protein"
"1382514" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4613" "dinQ" "Damage inducible, function unknown"
"1382515" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b3551" "bisC" "biotin sulfoxide reductase"
"1382516" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b3662" "nepI" "predicted transporter"
"1382517" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4618" "tisB" "lexA-regulated toxic peptide involved in persister formation; membrane peptide that decreases proton motive force and ATP levels"
"1382518" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b3765" "yifB" "predicted bifunctional enzyme and transcriptional regulator"
"1382519" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b3865" "yihA" "GTP-binding protein required for normal cell division"
"1382520" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b3889" "yiiE" "predicted transcriptional regulator"
"1382521" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4620" "yjbT" "hypothetical protein, no homologs"
"1382522" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4049" "dusA" "tRNA-dihydrouridine synthase A"
"1382523" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4621" "yjbS" "hypothetical protein"
"1382524" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4622" "ytcA" "hypothetical protein"
"1382525" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4333" "yjiK" "conserved protein"
"1382526" "Escherichia coli str. K-12 substr. MG1655 : NC_000913" 1 "b4347" "symE" "toxic peptide regulated by antisense sRNA symR"
